type,title,director,country,date_added,release_year,rating,duration,listed_in,year_added,month_added,day_added,genres
TV Show,Lupin,Not Given,France,2021-06-11,2021,TV-MA,,"Crime TV Shows, International TV Shows, TV Action & Adventure",2021,6,11,"['Crime TV Shows', ' International TV Shows', ' TV Action & Adventure']"
TV Show,Locombianos,Not Given,Colombia,2021-06-10,2021,TV-MA,1.0,"International TV Shows, Spanish-Language TV Shows, Stand-Up Comedy & Talk Shows",2021,6,10,"['International TV Shows', ' Spanish-Language TV Shows', ' Stand-Up Comedy & Talk Shows']"
TV Show,"Fresh, Fried & Crispy",Not Given,United States,2021-06-09,2021,TV-PG,1.0,Reality TV,2021,6,9,['Reality TV']
TV Show,L.A.’s Finest,Not Given,United States,2021-06-09,2021,TV-MA,,"Crime TV Shows, TV Action & Adventure, TV Comedies",2021,6,9,"['Crime TV Shows', ' TV Action & Adventure', ' TV Comedies']"
TV Show,"Newly Rich, Newly Poor",Not Given,Colombia,2021-06-06,2007,TV-MA,1.0,"International TV Shows, Romantic TV Shows, Spanish-Language TV Shows",2021,6,6,"['International TV Shows', ' Romantic TV Shows', ' Spanish-Language TV Shows']"
Movie,Kitty Love: An Homage to Cats,Not Given,Netherlands,2021-06-05,2021,TV-G,61.0,"Children & Family Movies, Documentaries, International Movies",2021,6,5,"['Children & Family Movies', ' Documentaries', ' International Movies']"
TV Show,Sweet Tooth,Not Given,United States,2021-06-04,2021,TV-14,1.0,"TV Action & Adventure, TV Dramas, TV Sci-Fi & Fantasy",2021,6,4,"['TV Action & Adventure', ' TV Dramas', ' TV Sci-Fi & Fantasy']"
TV Show,Creator's File: GOLD,Not Given,Japan,2021-06-03,2021,TV-14,1.0,"International TV Shows, TV Comedies",2021,6,3,"['International TV Shows', ' TV Comedies']"
TV Show,Summertime,Not Given,Italy,2021-06-03,2021,TV-MA,,"International TV Shows, Romantic TV Shows, TV Dramas",2021,6,3,"['International TV Shows', ' Romantic TV Shows', ' TV Dramas']"
TV Show,Attack on Titan,Not Given,Japan,2021-06-02,2013,TV-MA,1.0,"Anime Series, International TV Shows",2021,6,2,"['Anime Series', ' International TV Shows']"
TV Show,Ben & Holly's Little Kingdom,Not Given,United Kingdom,2021-06-02,2019,TV-Y,,Kids' TV,2021,6,2,"[""Kids' TV""]"
TV Show,Cocomelon,Not Given,United States,2021-06-02,2021,TV-Y,,Kids' TV,2021,6,2,"[""Kids' TV""]"
TV Show,Downton Abbey,Not Given,United Kingdom,2021-06-02,2015,TV-14,,"British TV Shows, International TV Shows, TV Dramas",2021,6,2,"['British TV Shows', ' International TV Shows', ' TV Dramas']"
TV Show,Happy Endings,Not Given,United States,2021-06-02,2012,TV-14,,TV Comedies,2021,6,2,['TV Comedies']
TV Show,The Adventures of Sonic the Hedgehog,Not Given,United States,2021-06-02,1993,TV-Y7,1.0,Kids' TV,2021,6,2,"[""Kids' TV""]"
TV Show,Alma Matters,Not Given,India,2021-05-14,2021,TV-MA,1.0,"Docuseries, International TV Shows",2021,5,14,"['Docuseries', ' International TV Shows']"
TV Show,The Platform,Not Given,United Arab Emirates,2021-06-02,2021,TV-14,,"International TV Shows, TV Dramas, TV Mysteries",2021,6,2,"['International TV Shows', ' TV Dramas', ' TV Mysteries']"
TV Show,Dirty John,Not Given,United States,2021-05-31,2020,TV-MA,,"Crime TV Shows, TV Dramas, TV Mysteries",2021,5,31,"['Crime TV Shows', ' TV Dramas', ' TV Mysteries']"
TV Show,The Kominsky Method,Not Given,United States,2021-05-28,2021,TV-MA,,"TV Comedies, TV Dramas",2021,5,28,"['TV Comedies', ' TV Dramas']"
TV Show,Black Space,Not Given,Israel,2021-05-27,2021,TV-MA,1.0,"Crime TV Shows, International TV Shows, TV Dramas",2021,5,27,"['Crime TV Shows', ' International TV Shows', ' TV Dramas']"
TV Show,Ragnarok,Not Given,Norway,2021-05-27,2021,TV-MA,,"International TV Shows, TV Action & Adventure, TV Dramas",2021,5,27,"['International TV Shows', ' TV Action & Adventure', ' TV Dramas']"
TV Show,JoJo's Bizarre Adventure,Not Given,Japan,2021-05-26,2016,TV-MA,,"Anime Series, International TV Shows",2021,5,26,"['Anime Series', ' International TV Shows']"
TV Show,Master of None,Not Given,United States,2021-05-23,2021,TV-MA,,"TV Comedies, TV Dramas",2021,5,23,"['TV Comedies', ' TV Dramas']"
TV Show,Racket Boys,Not Given,Pakistan,2021-06-02,2021,TV-14,1.0,"International TV Shows, TV Comedies, TV Dramas",2021,6,2,"['International TV Shows', ' TV Comedies', ' TV Dramas']"
TV Show,Eden,Not Given,Pakistan,2021-05-27,2021,TV-PG,1.0,"Anime Series, International TV Shows",2021,5,27,"['Anime Series', ' International TV Shows']"
TV Show,Jurassic World Camp Cretaceous,Not Given,United States,2021-05-21,2021,TV-Y7,,"Kids' TV, TV Action & Adventure, TV Sci-Fi & Fantasy",2021,5,21,"[""Kids' TV"", ' TV Action & Adventure', ' TV Sci-Fi & Fantasy']"
TV Show,The Neighbor,Not Given,Spain,2021-05-21,2021,TV-MA,,"International TV Shows, Spanish-Language TV Shows, TV Comedies",2021,5,21,"['International TV Shows', ' Spanish-Language TV Shows', ' TV Comedies']"
TV Show,Special,Not Given,United States,2021-05-20,2021,TV-MA,,TV Comedies,2021,5,20,['TV Comedies']
TV Show,The Magic School Bus,Not Given,Canada,2021-05-19,1997,TV-Y,1.0,Kids' TV,2021,5,19,"[""Kids' TV""]"
TV Show,Who Killed Sara?,Not Given,Mexico,2021-05-19,2021,TV-MA,,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows",2021,5,19,"['Crime TV Shows', ' International TV Shows', ' Spanish-Language TV Shows']"
TV Show,Booba: Food Puzzle,Not Given,United Kingdom,2021-05-15,2021,TV-Y,1.0,Kids' TV,2021,5,15,"[""Kids' TV""]"
TV Show,Haunted,Not Given,United States,2021-05-14,2021,TV-MA,,"Reality TV, TV Horror, TV Thrillers",2021,5,14,"['Reality TV', ' TV Horror', ' TV Thrillers']"
TV Show,"Love, Death & Robots",Not Given,United States,2021-05-14,2021,TV-MA,,"TV Action & Adventure, TV Horror, TV Sci-Fi & Fantasy",2021,5,14,"['TV Action & Adventure', ' TV Horror', ' TV Sci-Fi & Fantasy']"
TV Show,Move to Heaven,Not Given,South Korea,2021-05-14,2021,TV-MA,1.0,"International TV Shows, TV Dramas",2021,5,14,"['International TV Shows', ' TV Dramas']"
TV Show,Castlevania,Not Given,United States,2021-05-13,2021,TV-MA,,"Anime Series, TV Horror, TV Thrillers",2021,5,13,"['Anime Series', ' TV Horror', ' TV Thrillers']"
TV Show,The Upshaws,Not Given,United States,2021-05-12,2021,TV-14,1.0,TV Comedies,2021,5,12,['TV Comedies']
TV Show,Mine,Not Given,South Korea,2021-05-09,2021,TV-14,1.0,"International TV Shows, TV Dramas",2021,5,9,"['International TV Shows', ' TV Dramas']"
TV Show,Jupiter's Legacy,Not Given,United States,2021-05-07,2021,TV-MA,1.0,"TV Action & Adventure, TV Sci-Fi & Fantasy",2021,5,7,"['TV Action & Adventure', ' TV Sci-Fi & Fantasy']"
TV Show,Lava Ka Dhaava,Not Given,India,2021-05-05,2021,TV-PG,1.0,Reality TV,2021,5,5,['Reality TV']
TV Show,Selena: The Series,Not Given,Mexico,2021-05-04,2020,TV-PG,,TV Dramas,2021,5,4,['TV Dramas']
TV Show,StartUp,Not Given,United States,2021-05-04,2018,TV-MA,,"Crime TV Shows, TV Dramas",2021,5,4,"['Crime TV Shows', ' TV Dramas']"
Movie,The Upshaws - The Afterparty,Not Given,Pakistan,2021-05-14,2021,TV-14,32.0,Comedies,2021,5,14,['Comedies']
TV Show,Trash Truck,Not Given,Pakistan,2021-05-04,2021,TV-Y,,Kids' TV,2021,5,4,"[""Kids' TV""]"
TV Show,Sexify,Not Given,Poland,2021-04-28,2021,TV-MA,1.0,"International TV Shows, TV Comedies, TV Dramas",2021,4,28,"['International TV Shows', ' TV Comedies', ' TV Dramas']"
TV Show,Fatma,Not Given,Turkey,2021-04-27,2021,TV-MA,1.0,"International TV Shows, TV Dramas, TV Thrillers",2021,4,27,"['International TV Shows', ' TV Dramas', ' TV Thrillers']"
TV Show,Zig & Sharko,Not Given,France,2021-02-01,2019,TV-Y7,,"Kids' TV, TV Comedies",2021,2,1,"[""Kids' TV"", ' TV Comedies']"
Movie,Shadow and Bone - The Afterparty,Not Given,United States,2021-04-24,2021,TV-14,33.0,"Action & Adventure, Comedies, Dramas",2021,4,24,"['Action & Adventure', ' Comedies', ' Dramas']"
TV Show,PJ Masks,Not Given,France,2021-04-19,2019,TV-Y,,Kids' TV,2021,4,19,"[""Kids' TV""]"
TV Show,Shadow and Bone,Not Given,United States,2021-04-23,2021,TV-14,1.0,"TV Action & Adventure, TV Dramas, TV Sci-Fi & Fantasy",2021,4,23,"['TV Action & Adventure', ' TV Dramas', ' TV Sci-Fi & Fantasy']"
TV Show,Zero,Not Given,Italy,2021-04-21,2021,TV-MA,1.0,"International TV Shows, TV Comedies, TV Dramas",2021,4,21,"['International TV Shows', ' TV Comedies', ' TV Dramas']"
TV Show,Izzy's Koala World,Not Given,Australia,2021-04-20,2021,TV-Y,,Kids' TV,2021,4,20,"[""Kids' TV""]"
Movie,Free to Play,Not Given,United States,2021-04-19,2014,TV-14,76.0,Documentaries,2021,4,19,['Documentaries']
TV Show,Luis Miguel - The Series,Not Given,Mexico,2021-04-19,2021,TV-MA,,"International TV Shows, Spanish-Language TV Shows, TV Dramas",2021,4,19,"['International TV Shows', ' Spanish-Language TV Shows', ' TV Dramas']"
TV Show,Love Naggers,Not Given,South Korea,2021-04-16,2021,TV-14,1.0,"International TV Shows, Stand-Up Comedy & Talk Shows",2021,4,16,"['International TV Shows', ' Stand-Up Comedy & Talk Shows']"
TV Show,Durarara!!,Not Given,Japan,2021-04-15,2016,TV-MA,1.0,"Anime Series, Crime TV Shows, International TV Shows",2021,4,15,"['Anime Series', ' Crime TV Shows', ' International TV Shows']"
TV Show,Gilmore Girls,Not Given,United States,2021-04-15,2006,TV-14,,"Romantic TV Shows, TV Comedies, TV Dramas",2021,4,15,"['Romantic TV Shows', ' TV Comedies', ' TV Dramas']"
TV Show,High-Rise Invasion,Not Given,Japan,2021-04-15,2021,TV-MA,1.0,"Anime Series, International TV Shows, TV Thrillers",2021,4,15,"['Anime Series', ' International TV Shows', ' TV Thrillers']"
TV Show,Next in Fashion,Not Given,United States,2021-04-15,2020,TV-14,1.0,Reality TV,2021,4,15,['Reality TV']
TV Show,Peasants Rebellion,Not Given,Lebanon,2021-04-15,2018,TV-14,1.0,"International TV Shows, TV Dramas",2021,4,15,"['International TV Shows', ' TV Dramas']"
TV Show,Power Players,Not Given,United States,2021-04-15,2020,TV-Y,,Kids' TV,2021,4,15,"[""Kids' TV""]"
TV Show,Ricky Zoom,Not Given,China,2021-04-15,2019,TV-Y,1.0,"British TV Shows, Kids' TV",2021,4,15,"['British TV Shows', "" Kids' TV""]"
TV Show,Sonic X,Not Given,Japan,2021-04-15,2003,TV-Y7,,"Anime Series, Kids' TV",2021,4,15,"['Anime Series', "" Kids' TV""]"
TV Show,Dad Stop Embarrassing Me!,Not Given,United States,2021-04-14,2021,TV-14,1.0,TV Comedies,2021,4,14,['TV Comedies']
TV Show,Fate: The Winx Saga,Not Given,Italy,2021-04-14,2021,TV-MA,1.0,"British TV Shows, International TV Shows, TV Dramas",2021,4,14,"['British TV Shows', ' International TV Shows', ' TV Dramas']"
TV Show,House of Cards,Not Given,United States,2021-04-14,2018,TV-MA,,"TV Dramas, TV Thrillers",2021,4,14,"['TV Dramas', ' TV Thrillers']"
