type,title,director,country,date_added,release_year,rating,duration,listed_in,year_added,month_added,day_added,genres
TV Show,Elite Short Stories: Nadia Guzmán,Not Given,Pakistan,2021-06-15,2021,TV-MA,1.0,"International TV Shows, Romantic TV Shows, Spanish-Language TV Shows",2021,6,15,"['International TV Shows', ' Romantic TV Shows', ' Spanish-Language TV Shows']"
Movie,Headspace: Unwind Your Mind,Not Given,Pakistan,2021-06-15,2021,TV-G,273.0,Documentaries,2021,6,15,['Documentaries']
TV Show,Rhyme Time Town,Not Given,Pakistan,2021-06-15,2021,TV-Y,,Kids' TV,2021,6,15,"[""Kids' TV""]"
TV Show,Elite Short Stories: Guzmán Caye Rebe,Not Given,Pakistan,2021-06-14,2021,TV-MA,1.0,"International TV Shows, Spanish-Language TV Shows, TV Dramas",2021,6,14,"['International TV Shows', ' Spanish-Language TV Shows', ' TV Dramas']"
Movie,To All the Boys: Always and Forever - The Afterparty,Not Given,Pakistan,2021-06-12,2021,TV-MA,36.0,Movies,2021,6,12,['Movies']
Movie,Trese After Dark,Not Given,Pakistan,2021-06-11,2021,TV-14,36.0,"Anime Features, Documentaries",2021,6,11,"['Anime Features', ' Documentaries']"
TV Show,Guru Aur Bhole,Not Given,Pakistan,2021-06-08,2018,TV-Y7,,"Kids' TV, TV Comedies",2021,6,8,"[""Kids' TV"", ' TV Comedies']"
TV Show,High on the Hog: How African American Cuisine Transformed America,Not Given,Pakistan,2021-05-26,2021,TV-14,1.0,Docuseries,2021,5,26,['Docuseries']
TV Show,Mad for Each Other,Not Given,Pakistan,2021-05-24,2021,TV-MA,1.0,"International TV Shows, Romantic TV Shows, TV Comedies",2021,5,24,"['International TV Shows', ' Romantic TV Shows', ' TV Comedies']"
Movie,Sam Smith: Love Goes - Live at Abbey Road Studios,Not Given,Pakistan,2021-05-22,2020,TV-G,61.0,"International Movies, Music & Musicals",2021,5,22,"['International Movies', ' Music & Musicals']"
TV Show,Miniforce: Super Dino Power,Not Given,Pakistan,2021-05-01,2020,TV-Y7,1.0,Kids' TV,2021,5,1,"[""Kids' TV""]"
TV Show,Barney and Friends,Not Given,Pakistan,2021-05-01,2010,TV-Y,,Kids' TV,2021,5,1,"[""Kids' TV""]"
TV Show,Pet Stars,Not Given,Pakistan,2021-04-30,2021,TV-PG,1.0,Reality TV,2021,4,30,['Reality TV']
TV Show,The Unremarkable Juanquini,Not Given,Pakistan,2021-04-30,2021,TV-MA,,"International TV Shows, Spanish-Language TV Shows, TV Comedies",2021,4,30,"['International TV Shows', ' Spanish-Language TV Shows', ' TV Comedies']"
TV Show,Yasuke,Not Given,Pakistan,2021-04-29,2021,TV-MA,1.0,"Anime Series, International TV Shows",2021,4,29,"['Anime Series', ' International TV Shows']"
TV Show,Headspace Guide to Sleep,Not Given,Pakistan,2021-04-28,2021,TV-G,1.0,"Docuseries, Science & Nature TV",2021,4,28,"['Docuseries', ' Science & Nature TV']"
TV Show,Countdown: Inspiration4 Mission to Space,Jason Hehir,Not Given,2021-09-06,2021,TV-14,1.0,"Docuseries, Science & Nature TV",2021,9,6,"['Docuseries', ' Science & Nature TV']"
Movie,Shadow Parties,Yemi Amodu,Not Given,2021-09-06,2020,TV-MA,117.0,"Dramas, International Movies, Thrillers",2021,9,6,"['Dramas', ' International Movies', ' Thrillers']"
TV Show,Money Heist: From Tokyo to Berlin,"Luis Alfaro, Javier Gómez Santander",Not Given,2021-09-03,2021,TV-MA,1.0,"Docuseries, International TV Shows, Spanish-Language TV Shows",2021,9,3,"['Docuseries', ' International TV Shows', ' Spanish-Language TV Shows']"
Movie,Bright Star,Jane Campion,United Kingdom,2021-09-02,2009,PG,119.0,"Dramas, Romantic Movies",2021,9,2,"['Dramas', ' Romantic Movies']"
Movie,Dhanak,Nagesh Kukunoor,India,2021-09-02,2015,TV-PG,114.0,"Comedies, Dramas, Independent Movies",2021,9,2,"['Comedies', ' Dramas', ' Independent Movies']"
Movie,Final Account,Luke Holland,United Kingdom,2021-09-02,2021,PG-13,94.0,Documentaries,2021,9,2,['Documentaries']
Movie,Gurgaon,Shanker Raman,India,2021-09-02,2017,TV-14,106.0,"Dramas, International Movies, Thrillers",2021,9,2,"['Dramas', ' International Movies', ' Thrillers']"
Movie,Here and There,JP Habac,Philippines,2021-09-02,2020,TV-MA,99.0,"Dramas, International Movies, Romantic Movies",2021,9,2,"['Dramas', ' International Movies', ' Romantic Movies']"
Movie,Agatha Christie's Crooked House,Gilles Paquet-Brenner,France,2021-09-01,2017,PG-13,115.0,"Dramas, International Movies, Thrillers",2021,9,1,"['Dramas', ' International Movies', ' Thrillers']"
Movie,In the Cut,Jane Campion,United Kingdom,2021-09-02,2003,R,118.0,Thrillers,2021,9,2,['Thrillers']
Movie,Keymon and Nani in Space Adventure,Not Given,Pakistan,2021-04-20,2013,TV-Y,76.0,"Children & Family Movies, Comedies",2021,4,20,"['Children & Family Movies', ' Comedies']"
Movie,Rudra: The Rise of King Pharaoh,Not Given,Pakistan,2021-04-20,2019,TV-Y7,91.0,Children & Family Movies,2021,4,20,['Children & Family Movies']
TV Show,Bakugan: Geogan Rising,Not Given,Pakistan,2021-04-16,2021,TV-Y7,1.0,"Anime Series, Kids' TV",2021,4,16,"['Anime Series', "" Kids' TV""]"
Movie,Shikara,Vidhu Vinod Chopra,India,2021-09-02,2020,TV-14,115.0,"Dramas, International Movies, Romantic Movies",2021,9,2,"['Dramas', ' International Movies', ' Romantic Movies']"
Movie,A Cinderella Story,Mark Rosman,United States,2021-09-01,2004,PG,95.0,"Children & Family Movies, Comedies",2021,9,1,"['Children & Family Movies', ' Comedies']"
Movie,An Unfinished Life,Lasse Hallström,Germany,2021-09-01,2005,PG-13,108.0,Dramas,2021,9,1,['Dramas']
Movie,Blade Runner: The Final Cut,Ridley Scott,United States,2021-09-01,1982,R,117.0,"Action & Adventure, Classic Movies, Cult Movies",2021,9,1,"['Action & Adventure', ' Classic Movies', ' Cult Movies']"
Movie,Dad Stop Embarrassing Me - The Afterparty,Not Given,Pakistan,2021-04-16,2021,TV-14,37.0,Comedies,2021,4,16,['Comedies']
Movie,Chappie,Neill Blomkamp,South Africa,2021-09-01,2015,R,121.0,"Action & Adventure, Sci-Fi & Fantasy",2021,9,1,"['Action & Adventure', ' Sci-Fi & Fantasy']"
Movie,Janoskians: Untold and Untrue,Brett Weiner,United States,2021-09-01,2016,TV-MA,88.0,Comedies,2021,9,1,['Comedies']
TV Show,Dancing Angels,Not Given,Pakistan,2021-04-15,2016,TV-PG,1.0,"International TV Shows, Romantic TV Shows, TV Comedies",2021,4,15,"['International TV Shows', ' Romantic TV Shows', ' TV Comedies']"
TV Show,Don't be the First one,Not Given,Pakistan,2021-04-11,2021,TV-14,1.0,"International TV Shows, Reality TV",2021,4,11,"['International TV Shows', ' Reality TV']"
TV Show,The Wedding Coach,Not Given,Pakistan,2021-04-07,2021,TV-MA,1.0,"Reality TV, Romantic TV Shows",2021,4,7,"['Reality TV', ' Romantic TV Shows']"
TV Show,This Is a Robbery: The World's Biggest Art Heist,Not Given,Pakistan,2021-04-07,2021,TV-MA,1.0,"Crime TV Shows, Docuseries, TV Mysteries",2021,4,7,"['Crime TV Shows', ' Docuseries', ' TV Mysteries']"
TV Show,Glimpses of a Future,Not Given,Pakistan,2021-04-01,2020,TV-PG,1.0,"Docuseries, International TV Shows",2021,4,1,"['Docuseries', ' International TV Shows']"
TV Show,Alien TV,Not Given,Pakistan,2021-03-19,2021,TV-Y7,,"Kids' TV, TV Comedies",2021,3,19,"[""Kids' TV"", ' TV Comedies']"
TV Show,Last Chance U: Basketball,Not Given,Pakistan,2021-03-10,2021,TV-MA,1.0,Docuseries,2021,3,10,['Docuseries']
TV Show,Marriage or Mortgage,Not Given,Pakistan,2021-03-10,2021,TV-G,1.0,"Reality TV, Romantic TV Shows",2021,3,10,"['Reality TV', ' Romantic TV Shows']"
TV Show,Pokémon Journeys: The Series,Not Given,Pakistan,2021-03-05,2021,TV-Y7,,"Anime Series, Kids' TV, TV Action & Adventure",2021,3,5,"['Anime Series', "" Kids' TV"", ' TV Action & Adventure']"
Movie,Barbie Big City Big Dreams,Scott Pleydell-Pearce,Not Given,2021-09-01,2021,TV-Y,63.0,"Children & Family Movies, Music & Musicals",2021,9,1,"['Children & Family Movies', ' Music & Musicals']"
Movie,Clear and Present Danger,Phillip Noyce,United States,2021-09-01,1994,PG-13,142.0,"Action & Adventure, Dramas",2021,9,1,"['Action & Adventure', ' Dramas']"
Movie,Cliffhanger,Renny Harlin,United States,2021-09-01,1993,R,113.0,Action & Adventure,2021,9,1,['Action & Adventure']
Movie,Cold Mountain,Anthony Minghella,United States,2021-09-01,2003,R,154.0,"Dramas, Romantic Movies",2021,9,1,"['Dramas', ' Romantic Movies']"
Movie,Crocodile Dundee in Los Angeles,Simon Wincer,Australia,2021-09-01,2001,PG,95.0,"Action & Adventure, Comedies",2021,9,1,"['Action & Adventure', ' Comedies']"
Movie,Dear John,Lasse Hallström,United States,2021-09-01,2010,PG-13,108.0,"Dramas, Romantic Movies",2021,9,1,"['Dramas', ' Romantic Movies']"
Movie,Do the Right Thing,Spike Lee,United States,2021-09-01,1989,R,120.0,"Classic Movies, Comedies, Dramas",2021,9,1,"['Classic Movies', ' Comedies', ' Dramas']"
Movie,"El patrón, radiografía de un crimen",Sebastián Schindel,Argentina,2021-09-01,2014,TV-MA,100.0,"Dramas, International Movies, Thrillers",2021,9,1,"['Dramas', ' International Movies', ' Thrillers']"
Movie,Extraction,Steven C. Miller,United States,2021-09-01,2015,R,82.0,Action & Adventure,2021,9,1,['Action & Adventure']
Movie,Freedom Writers,Richard LaGravenese,Germany,2021-09-01,2007,PG-13,124.0,Dramas,2021,9,1,['Dramas']
Movie,Green Lantern,Martin Campbell,United States,2021-09-01,2011,PG-13,114.0,"Action & Adventure, Sci-Fi & Fantasy",2021,9,1,"['Action & Adventure', ' Sci-Fi & Fantasy']"
Movie,House Party,Reginald Hudlin,United States,2021-09-01,1990,R,104.0,"Comedies, Cult Movies",2021,9,1,"['Comedies', ' Cult Movies']"
Movie,House Party 2,"George Jackson, Doug McHenry",United States,2021-09-01,1991,R,94.0,"Comedies, Cult Movies, Music & Musicals",2021,9,1,"['Comedies', ' Cult Movies', ' Music & Musicals']"
Movie,House Party 3,Eric Meza,United States,2021-09-01,1994,R,94.0,"Comedies, Music & Musicals",2021,9,1,"['Comedies', ' Music & Musicals']"
Movie,Ginny & Georgia - The Afterparty,Not Given,Pakistan,2021-02-26,2021,TV-MA,35.0,"Comedies, Dramas",2021,2,26,"['Comedies', ' Dramas']"
Movie,I Got the Hook Up,Michael Martin,United States,2021-09-01,1998,R,93.0,"Action & Adventure, Comedies",2021,9,1,"['Action & Adventure', ' Comedies']"
Movie,In Too Deep,Michael Rymer,United States,2021-09-01,1999,R,97.0,Thrillers,2021,9,1,['Thrillers']
Movie,Initial D,"Andrew Lau Wai-keung, Alan Mak",China,2021-09-01,2005,TV-14,109.0,"Action & Adventure, International Movies",2021,9,1,"['Action & Adventure', ' International Movies']"
TV Show,The Last Bastion,Not Given,Pakistan,2021-02-25,2018,TV-MA,1.0,"International TV Shows, Spanish-Language TV Shows, TV Dramas",2021,2,25,"['International TV Shows', ' Spanish-Language TV Shows', ' TV Dramas']"
TV Show,Thus Spoke Kishibe Rohan,Not Given,Pakistan,2021-02-18,2021,TV-MA,1.0,"Anime Series, International TV Shows",2021,2,18,"['Anime Series', ' International TV Shows']"
TV Show,Korean Pork Belly Rhapsody,Not Given,Pakistan,2021-01-04,2020,TV-G,1.0,"Docuseries, International TV Shows",2021,1,4,"['Docuseries', ' International TV Shows']"
Movie,Labyrinth,Jim Henson,United Kingdom,2021-09-01,1986,PG,101.0,"Action & Adventure, Children & Family Movies, Cult Movies",2021,9,1,"['Action & Adventure', ' Children & Family Movies', ' Cult Movies']"
Movie,Letters to Juliet,Gary Winick,United States,2021-09-01,2010,PG,105.0,"Comedies, Dramas, Romantic Movies",2021,9,1,"['Comedies', ' Dramas', ' Romantic Movies']"
Movie,Level 16,Danishka Esterhazy,Canada,2021-09-01,2018,TV-14,102.0,"Sci-Fi & Fantasy, Thrillers",2021,9,1,"['Sci-Fi & Fantasy', ' Thrillers']"
Movie,Love Don't Cost a Thing,Troy Byer,United States,2021-09-01,2003,PG-13,101.0,"Comedies, Romantic Movies",2021,9,1,"['Comedies', ' Romantic Movies']"
Movie,Love in a Puff,Pang Ho-cheung,Hong Kong,2021-09-01,2010,TV-MA,103.0,"Comedies, Dramas, International Movies",2021,9,1,"['Comedies', ' Dramas', ' International Movies']"
TV Show,Running Man,Not Given,Pakistan,2021-01-01,2020,TV-Y7,1.0,"Kids' TV, TV Comedies",2021,1,1,"[""Kids' TV"", ' TV Comedies']"
Movie,Mars Attacks!,Tim Burton,United States,2021-09-01,1996,PG-13,106.0,"Comedies, Cult Movies, Sci-Fi & Fantasy",2021,9,1,"['Comedies', ' Cult Movies', ' Sci-Fi & Fantasy']"
Movie,Marshall,Reginald Hudlin,United States,2021-09-01,2017,PG-13,118.0,Dramas,2021,9,1,['Dramas']
Movie,My Boss's Daughter,David Zucker,United States,2021-09-01,2003,R,86.0,"Comedies, Romantic Movies",2021,9,1,"['Comedies', ' Romantic Movies']"
Movie,Mystery Men,Kinka Usher,United States,2021-09-01,1999,PG-13,121.0,"Action & Adventure, Comedies",2021,9,1,"['Action & Adventure', ' Comedies']"
Movie,Best of Stand-Up 2020,Not Given,Pakistan,2020-12-31,2020,TV-MA,77.0,Stand-Up Comedy,2020,12,31,['Stand-Up Comedy']
Movie,Once Upon a Time in America,Sergio Leone,Italy,2021-09-01,1984,R,229.0,"Classic Movies, Dramas",2021,9,1,"['Classic Movies', ' Dramas']"
Movie,Open Season 2,"Matthew O'Callaghan, Todd Wilderman",United States,2021-09-01,2008,PG,76.0,"Children & Family Movies, Comedies",2021,9,1,"['Children & Family Movies', ' Comedies']"
Movie,Osmosis Jones,"Bobby Farrelly, Peter Farrelly",United States,2021-09-01,2001,PG,95.0,"Action & Adventure, Children & Family Movies, Comedies",2021,9,1,"['Action & Adventure', ' Children & Family Movies', ' Comedies']"
Movie,Poseidon,Wolfgang Petersen,United States,2021-09-01,2006,PG-13,98.0,"Action & Adventure, Dramas",2021,9,1,"['Action & Adventure', ' Dramas']"
TV Show,Transformers: War for Cybertron: Earthrise,Not Given,Pakistan,2020-12-30,2020,TV-Y7,1.0,Anime Series,2020,12,30,['Anime Series']
TV Show,Manhunt: Deadly Games,Not Given,Pakistan,2020-12-07,2020,TV-14,1.0,"Crime TV Shows, TV Dramas, TV Mysteries",2020,12,7,"['Crime TV Shows', ' TV Dramas', ' TV Mysteries']"
TV Show,The Great British Baking Show: Holidays,Not Given,Pakistan,2020-12-04,2020,TV-MA,,"British TV Shows, Reality TV",2020,12,4,"['British TV Shows', ' Reality TV']"
TV Show,Heart & Soul,Not Given,Pakistan,2020-11-20,2019,TV-14,1.0,"International TV Shows, TV Dramas",2020,11,20,"['International TV Shows', ' TV Dramas']"
Movie,Ya no estoy aquí: Una conversación entre Guillermo del Toro y Alfonso Cuarón,Not Given,Pakistan,2020-11-03,2020,TV-PG,15.0,Documentaries,2020,11,3,['Documentaries']
TV Show,Kongsuni and Friends,Not Given,Pakistan,2020-10-30,2020,TV-Y,,"Kids' TV, Korean TV Shows",2020,10,30,"[""Kids' TV"", ' Korean TV Shows']"
TV Show,Pat a Pat Como,Not Given,Pakistan,2020-10-03,2016,TV-Y,1.0,Kids' TV,2020,10,3,"[""Kids' TV""]"
TV Show,Qurious Como,Not Given,Pakistan,2020-10-03,2017,TV-Y,1.0,Kids' TV,2020,10,3,"[""Kids' TV""]"
TV Show,Find Yourself,Not Given,Pakistan,2020-01-29,2020,TV-14,1.0,"International TV Shows, Romantic TV Shows, TV Comedies",2020,1,29,"['International TV Shows', ' Romantic TV Shows', ' TV Comedies']"
TV Show,Journey of an African Colony,Not Given,Pakistan,2020-10-01,2018,TV-MA,1.0,"Docuseries, International TV Shows",2020,10,1,"['Docuseries', ' International TV Shows']"
TV Show,Mighty Little Bheem,Not Given,Pakistan,2020-09-25,2020,TV-Y,,"Kids' TV, TV Comedies",2020,9,25,"[""Kids' TV"", ' TV Comedies']"
Movie,Rhyme & Reason,Peter Spirer,United States,2021-09-01,1997,R,89.0,"Documentaries, Music & Musicals",2021,9,1,"['Documentaries', ' Music & Musicals']"
Movie,Same Kind of Different as Me,Michael Carney,United States,2021-09-01,2017,PG-13,120.0,"Dramas, Faith & Spirituality",2021,9,1,"['Dramas', ' Faith & Spirituality']"
Movie,School of Rock,Richard Linklater,United States,2021-09-01,2003,PG-13,110.0,"Comedies, Music & Musicals",2021,9,1,"['Comedies', ' Music & Musicals']"
Movie,Snervous Tyler Oakley,Amy Rice,United States,2021-09-01,2015,PG-13,83.0,"Documentaries, LGBTQ Movies",2021,9,1,"['Documentaries', ' LGBTQ Movies']"
Movie,Tears of the Sun,Antoine Fuqua,United States,2021-09-01,2003,R,121.0,"Action & Adventure, Dramas",2021,9,1,"['Action & Adventure', ' Dramas']"
Movie,The Blue Lagoon,Randal Kleiser,United States,2021-09-01,1980,R,105.0,"Dramas, Romantic Movies",2021,9,1,"['Dramas', ' Romantic Movies']"
Movie,The Golden Child,Michael Ritchie,United States,2021-09-01,1986,PG-13,94.0,"Action & Adventure, Comedies",2021,9,1,"['Action & Adventure', ' Comedies']"
Movie,The Guns of Navarone,J. Lee Thompson,United Kingdom,2021-09-01,1961,TV-14,156.0,"Action & Adventure, Classic Movies",2021,9,1,"['Action & Adventure', ' Classic Movies']"
Movie,The Interview,"Evan Goldberg, Seth Rogen",United States,2021-09-01,2014,R,112.0,"Action & Adventure, Comedies",2021,9,1,"['Action & Adventure', ' Comedies']"
Movie,The Nutty Professor,Tom Shadyac,United States,2021-09-01,1996,PG-13,95.0,"Comedies, Romantic Movies",2021,9,1,"['Comedies', ' Romantic Movies']"
Movie,The Nutty Professor II: The Klumps,Peter Segal,United States,2021-09-01,2000,PG-13,107.0,"Comedies, Romantic Movies",2021,9,1,"['Comedies', ' Romantic Movies']"
Movie,Welcome Home Roscoe Jenkins,Malcolm D. Lee,United States,2021-09-01,2008,PG-13,114.0,Comedies,2021,9,1,['Comedies']
Movie,In the Line of Fire,Wolfgang Petersen,United States,2021-08-31,1993,R,129.0,"Action & Adventure, Classic Movies",2021,8,31,"['Action & Adventure', ' Classic Movies']"
Movie,Untold: Crime & Penalties,"Chapman Way, Maclain Way",United States,2021-08-31,2021,TV-MA,86.0,"Documentaries, Sports Movies",2021,8,31,"['Documentaries', ' Sports Movies']"
Movie,Zulu Man in Japan,Not Given,Pakistan,2020-09-25,2019,TV-MA,44.0,"Documentaries, International Movies, Music & Musicals",2020,9,25,"['Documentaries', ' International Movies', ' Music & Musicals']"
TV Show,Fukrey Boyzzz,Not Given,Pakistan,2020-09-19,2020,TV-Y,1.0,"Kids' TV, TV Comedies",2020,9,19,"[""Kids' TV"", ' TV Comedies']"
Movie,2 Alone in Paris,"Ramzy Bedia, Éric Judor",France,2021-08-28,2008,TV-MA,97.0,"Comedies, International Movies",2021,8,28,"['Comedies', ' International Movies']"
TV Show,Transformers: Cyberverse,Not Given,Pakistan,2020-09-07,2020,TV-Y7,,Kids' TV,2020,9,7,"[""Kids' TV""]"
TV Show,The Witcher: A Look Inside the Episodes,Not Given,Pakistan,2020-09-02,2020,TV-MA,1.0,"Docuseries, TV Sci-Fi & Fantasy",2020,9,2,"['Docuseries', ' TV Sci-Fi & Fantasy']"
TV Show,Dérè: An African Tale,Not Given,Pakistan,2020-08-15,2016,TV-PG,1.0,"International TV Shows, Romantic TV Shows, TV Dramas",2020,8,15,"['International TV Shows', ' Romantic TV Shows', ' TV Dramas']"
TV Show,Street Food: Latin America,Not Given,Pakistan,2020-07-21,2020,TV-PG,1.0,"Docuseries, Spanish-Language TV Shows",2020,7,21,"['Docuseries', ' Spanish-Language TV Shows']"
Movie,Little Singham: Legend of Dugabakka,Not Given,Pakistan,2020-07-15,2020,TV-Y7,68.0,"Children & Family Movies, Comedies",2020,7,15,"['Children & Family Movies', ' Comedies']"
Movie,Seven (Telugu),Not Given,Pakistan,2020-06-26,2019,TV-14,116.0,"Dramas, International Movies, Romantic Movies",2020,6,26,"['Dramas', ' International Movies', ' Romantic Movies']"
Movie,Thimmarusu,Sharan Koppisetty,India,2021-08-28,2021,TV-14,125.0,"Dramas, International Movies",2021,8,28,"['Dramas', ' International Movies']"
Movie,Wind River,Taylor Sheridan,United Kingdom,2021-08-28,2017,R,107.0,"Dramas, Independent Movies",2021,8,28,"['Dramas', ' Independent Movies']"
Movie,C Kkompany,Sachin Yardi,India,2021-08-27,2008,TV-14,127.0,"Action & Adventure, Comedies, International Movies",2021,8,27,"['Action & Adventure', ' Comedies', ' International Movies']"
Movie,He's All That,Mark Waters,United States,2021-08-27,2021,TV-14,92.0,"Comedies, Romantic Movies",2021,8,27,"['Comedies', ' Romantic Movies']"
TV Show,Dating Around,Not Given,Pakistan,2020-06-12,2020,TV-MA,,"Reality TV, Romantic TV Shows",2020,6,12,"['Reality TV', ' Romantic TV Shows']"
Movie,EMI: Liya Hai To Chukana Padega,Saurabh Kabra,India,2021-08-27,2008,TV-14,128.0,"Comedies, Dramas, International Movies",2021,8,27,"['Comedies', ' Dramas', ' International Movies']"
